@RELATION BugPrediction-unified-class.arff

    @ATTRIBUTE CC NUMERIC
    @ATTRIBUTE CCL NUMERIC
    @ATTRIBUTE CCO NUMERIC
    @ATTRIBUTE CI NUMERIC
    @ATTRIBUTE CLC NUMERIC
    @ATTRIBUTE CLLC NUMERIC
    @ATTRIBUTE LDC NUMERIC
    @ATTRIBUTE LLDC NUMERIC
    @ATTRIBUTE LCOM5 NUMERIC
    @ATTRIBUTE NL NUMERIC
    @ATTRIBUTE NLE NUMERIC
    @ATTRIBUTE WMC NUMERIC
    @ATTRIBUTE CBO NUMERIC
    @ATTRIBUTE CBOI NUMERIC
    @ATTRIBUTE NII NUMERIC
    @ATTRIBUTE NOI NUMERIC
    @ATTRIBUTE RFC NUMERIC
    @ATTRIBUTE AD NUMERIC
    @ATTRIBUTE CD NUMERIC
    @ATTRIBUTE CLOC NUMERIC
    @ATTRIBUTE DLOC NUMERIC
    @ATTRIBUTE PDA NUMERIC
    @ATTRIBUTE PUA NUMERIC
    @ATTRIBUTE TCD NUMERIC
    @ATTRIBUTE TCLOC NUMERIC
    @ATTRIBUTE DIT NUMERIC
    @ATTRIBUTE NOA NUMERIC
    @ATTRIBUTE NOC NUMERIC
    @ATTRIBUTE NOD NUMERIC
    @ATTRIBUTE NOP NUMERIC
    @ATTRIBUTE LLOC NUMERIC
    @ATTRIBUTE LOC NUMERIC
    @ATTRIBUTE NA NUMERIC
    @ATTRIBUTE NG NUMERIC
    @ATTRIBUTE NLA NUMERIC
    @ATTRIBUTE NLG NUMERIC
    @ATTRIBUTE NLM NUMERIC
    @ATTRIBUTE NLPA NUMERIC
    @ATTRIBUTE NLPM NUMERIC
    @ATTRIBUTE NLS NUMERIC
    @ATTRIBUTE NM NUMERIC
    @ATTRIBUTE NOS NUMERIC
    @ATTRIBUTE NPA NUMERIC
    @ATTRIBUTE NPM NUMERIC
    @ATTRIBUTE NS NUMERIC
    @ATTRIBUTE TLLOC NUMERIC
    @ATTRIBUTE TLOC NUMERIC
    @ATTRIBUTE TNA NUMERIC
    @ATTRIBUTE TNG NUMERIC
    @ATTRIBUTE TNLA NUMERIC
    @ATTRIBUTE TNLG NUMERIC
    @ATTRIBUTE TNLM NUMERIC
    @ATTRIBUTE TNLPA NUMERIC
    @ATTRIBUTE TNLPM NUMERIC
    @ATTRIBUTE TNLS NUMERIC
    @ATTRIBUTE TNM NUMERIC
    @ATTRIBUTE TNOS NUMERIC
    @ATTRIBUTE TNPA NUMERIC
    @ATTRIBUTE TNPM NUMERIC
    @ATTRIBUTE TNS NUMERIC
    @ATTRIBUTE numberOfVersionsUntil NUMERIC
    @ATTRIBUTE numberOfFixesUntil NUMERIC
    @ATTRIBUTE numberOfRefactoringsUntil NUMERIC
    @ATTRIBUTE numberOfAuthorsUntil NUMERIC
    @ATTRIBUTE linesAddedUntil NUMERIC
    @ATTRIBUTE maxLinesAddedUntil NUMERIC
    @ATTRIBUTE avgLinesAddedUntil NUMERIC
    @ATTRIBUTE linesRemovedUntil NUMERIC
    @ATTRIBUTE maxLinesRemovedUntil NUMERIC
    @ATTRIBUTE avgLinesRemovedUntil NUMERIC
    @ATTRIBUTE codeChurnUntil NUMERIC
    @ATTRIBUTE maxCodeChurnUntil NUMERIC
    @ATTRIBUTE avgCodeChurnUntil NUMERIC
    @ATTRIBUTE ageWithRespectTo NUMERIC
    @ATTRIBUTE weightedAgeWithRespectTo NUMERIC
    @ATTRIBUTE cbo NUMERIC
    @ATTRIBUTE dit NUMERIC
    @ATTRIBUTE fanIn NUMERIC
    @ATTRIBUTE fanOut NUMERIC
    @ATTRIBUTE lcom NUMERIC
    @ATTRIBUTE noc NUMERIC
    @ATTRIBUTE numberOfAttributes NUMERIC
    @ATTRIBUTE numberOfAttributesInherited NUMERIC
    @ATTRIBUTE numberOfLinesOfCode NUMERIC
    @ATTRIBUTE numberOfMethods NUMERIC
    @ATTRIBUTE numberOfMethodsInherited NUMERIC
    @ATTRIBUTE numberOfPrivateAttributes NUMERIC
    @ATTRIBUTE numberOfPrivateMethods NUMERIC
    @ATTRIBUTE numberOfPublicAttributes NUMERIC
    @ATTRIBUTE numberOfPublicMethods NUMERIC
    @ATTRIBUTE rfc NUMERIC
    @ATTRIBUTE wmc NUMERIC
    @ATTRIBUTE CvsEntropy NUMERIC
    @ATTRIBUTE CvsWEntropy NUMERIC
    @ATTRIBUTE CvsLinEntropy NUMERIC
    @ATTRIBUTE CvsLogEntropy NUMERIC
    @ATTRIBUTE CvsExpEntropy NUMERIC
    @ATTRIBUTE bug {true,false}

@DATA
    0.036129,1,3,1,0.0306407,0.0454545,11,11,2,3,3,55,2,2,2,1,17,0.888889,0.341598,124,95,8,1,0.338798,124,0,0,0,0,0,239,356,11,0,11,0,16,0,8,0,16,135,0,8,0,242,359,11,0,11,0,17,0,9,0,17,136,0,9,0,2,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.8571,0,0,0,0,0,0,5,1,0,5,91,0,11,1,205.0,14.0,26,11,8,0.0,6,49.0,43.0,false
    0.0431433,1,3,1,0.0360656,0.0539216,11,11,1,4,4,48,1,1,1,0,10,1,0.345277,106,81,6,0,0.341935,106,0,0,0,0,0,201,302,10,0,10,0,10,0,5,0,10,116,0,5,0,204,305,10,0,10,0,11,0,6,0,11,117,0,6,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.8571,0,0,0,0,0,0,7,1,1,6,36,0,10,1,192.0,9.0,35,10,5,0.0,4,42.0,37.0,false
    0,0,0,0,0,0,0,0,2,0,0,3,0,1,0,0,3,0.25,0.470588,8,6,1,3,0.470588,8,0,0,0,0,0,9,14,0,1,0,1,3,0,3,0,3,1,0,3,0,9,14,0,1,0,1,3,0,3,0,3,1,0,3,0,2,0,0,1,5.0,5.0,2.5,2.0,2.0,1.0,3.0,3.0,1.5,45.8571,19.2857,1.84703,0.00132824,0.136921,9.09329,0.175609,1,1,1,0,6,0,0,0,9.0,4.0,27,0,0,0.0,4,4.0,3.0,false
    0,0,0,0,0,0,0,0,1,2,2,11,0,3,5,0,8,0.111111,0.0681818,3,3,1,8,0.0681818,3,0,0,0,0,0,41,58,5,3,5,3,8,0,8,2,8,14,0,8,2,41,58,5,3,5,3,8,0,8,2,8,14,0,8,2,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5714,0,0,0,0,0,0,5,1,3,2,28,0,5,0,37.0,8.0,9,5,0,0.0,8,14.0,10.0,false
    0,0,0,0,0,0,0,0,0,0,0,2,0,4,2,0,2,0.333333,0.263158,5,5,1,2,0.192308,5,0,0,0,0,0,14,18,1,1,1,1,2,0,2,0,2,5,0,2,0,21,25,1,1,1,1,4,0,4,0,4,8,0,4,0,3,0,0,1,6.0,5.0,2.0,2.0,1.0,0.666667,4.0,4.0,1.33333,45.8571,19.3095,1.84703,0.00151799,0.136921,9.09329,0.175609,0,1,0,0,1,0,1,0,18.0,2.0,0,1,0,0.0,2,6.0,2.0,false
    0,0,0,0,0,0,0,0,2,0,0,5,2,3,1,1,6,0.333333,0.0983607,6,5,1,2,0.0810811,6,0,0,1,1,0,55,66,2,1,2,1,5,0,2,0,5,35,0,2,0,68,85,2,1,2,1,8,0,5,0,8,39,0,5,0,4,0,0,2,7.0,5.0,1.75,3.0,1.0,0.75,4.0,4.0,1.0,45.8571,20.9796,1.84703,0.00151799,0.136921,9.09329,0.175609,0,1,0,0,10,0,2,0,71.0,5.0,0,2,1,0.0,2,13.0,5.0,false
    0,0,0,0,0,0,0,0,1,0,0,3,0,3,5,0,3,0.25,0.190476,4,3,1,3,0.190476,4,0,0,0,0,0,17,22,2,1,2,1,3,1,3,0,3,5,1,3,0,17,22,2,1,2,1,3,1,3,0,3,5,1,3,0,3,0,0,2,5.0,4.0,1.66667,2.0,1.0,0.666667,3.0,3.0,1.0,43.0,18.7714,1.84703,9.48744e-4,0.136921,9.09329,0.175609,2,1,2,0,3,0,2,0,11.0,3.0,0,1,0,0.0,3,5.0,3.0,false
    0,0,0,0,0,0,0,0,1,1,1,8,1,1,1,0,4,0.5,0.105263,4,3,1,1,0.105263,4,0,0,0,0,0,34,42,3,2,3,2,4,0,1,0,4,15,0,1,0,34,42,3,2,3,2,4,0,1,0,4,15,0,1,0,2,0,0,1,4.0,4.0,2.0,1.0,1.0,0.5,3.0,3.0,1.5,45.8571,19.2857,1.84703,9.48744e-4,0.136921,9.09329,0.175609,1,1,1,0,6,0,3,0,28.0,4.0,0,2,1,0.0,1,11.0,8.0,false
    0,0,0,0,0,0,0,0,1,1,1,8,0,2,1,0,4,0.5,0.0952381,4,3,1,1,0.0952381,4,0,0,0,0,0,38,49,6,2,6,2,4,1,1,0,4,16,1,1,0,38,49,6,2,6,2,4,1,1,0,4,16,1,1,0,2,0,0,1,4.0,4.0,2.0,1.0,1.0,0.5,3.0,3.0,1.5,45.8571,19.2857,1.84703,9.48744e-4,0.136921,9.09329,0.175609,1,1,1,0,6,0,6,0,29.0,4.0,0,3,1,0.0,1,11.0,8.0,false
    0,0,0,0,0,0,0,0,1,1,1,6,1,1,1,0,4,0.5,0.114286,4,3,1,1,0.114286,4,0,0,0,0,0,31,41,5,2,5,2,4,0,1,0,4,12,0,1,0,31,41,5,2,5,2,4,0,1,0,4,12,0,1,0,2,0,0,1,4.0,4.0,2.0,1.0,1.0,0.5,3.0,3.0,1.5,45.8571,19.2857,1.84703,9.48744e-4,0.136921,9.09329,0.175609,1,1,1,0,6,0,5,0,23.0,4.0,0,3,1,1.0,1,10.0,6.0,false
    0,0,0,0,0,0,0,0,1,0,0,1,0,5,0,0,1,0,0.030303,1,0,0,2,0.030303,1,0,0,0,0,0,32,58,24,0,24,0,1,23,1,0,1,1,23,1,0,32,58,24,0,24,0,1,23,1,0,1,1,23,1,0,2,0,0,1,0.0,0.0,0.0,2.0,2.0,1.0,-2.0,0.0,-1.0,14.8571,0,0,0,0,0,0,0,1,0,0,0,0,24,0,3.0,1.0,0,1,0,23.0,1,2.0,1.0,false
    0,0,0,0,0,0,0,0,2,2,1,25,0,2,6,0,16,0.166667,0.246377,34,9,1,5,0.246377,34,0,0,0,0,0,104,158,6,8,6,8,16,0,5,0,16,54,0,5,0,104,158,6,8,6,8,16,0,5,0,16,54,0,5,0,3,0,0,1,7.0,5.0,2.33333,3.0,2.0,1.0,4.0,4.0,1.33333,45.8571,26.102,1.84703,0.00113849,0.136921,9.09329,0.175609,1,1,1,0,105,0,6,0,122.0,15.0,9,6,10,0.0,5,45.0,23.0,false
    0.153025,1,6,2,0.121359,0.121795,25,19,3,4,4,16,2,6,7,1,8,0.5,0.22093,19,7,4,4,0.123596,22,0,0,0,0,0,67,93,3,1,3,1,7,3,7,1,7,37,3,7,1,156,206,9,2,9,2,16,3,12,1,16,83,3,12,1,6,0,0,2,34.0,12.0,5.66667,28.0,21.0,4.66667,6.0,12.0,1.0,45.8571,15.6681,4.17741,0.00271166,0.160399,9.19476,0.270741,9,1,5,5,21,0,3,0,72.0,7.0,9,0,0,0.0,7,30.0,10.0,false
    0,0,0,0,0,0,0,0,1,1,1,11,0,2,2,0,6,0.25,0.107143,6,3,1,3,0.107143,6,0,0,0,0,0,50,62,5,2,5,2,6,0,3,1,6,24,0,3,1,50,62,5,2,5,2,6,0,3,1,6,24,0,3,1,2,0,0,1,4.0,4.0,2.0,1.0,1.0,0.5,3.0,3.0,1.5,45.8571,19.2857,1.84703,9.48744e-4,0.136921,9.09329,0.175609,0,1,0,0,10,0,5,0,32.0,5.0,0,4,1,0.0,2,11.0,9.0,false
    0,0,0,0,0,0,0,0,1,2,2,7,0,1,1,0,2,0.333333,0.130435,3,3,1,2,0.130435,3,0,0,0,0,0,20,22,0,1,0,1,2,0,2,0,2,10,0,2,0,20,22,0,1,0,1,2,0,2,0,2,10,0,2,0,2,0,0,1,4.0,4.0,2.0,1.0,1.0,0.5,3.0,3.0,1.5,37.0,10.4286,1.84703,9.48744e-4,0.136921,9.09329,0.175609,1,1,1,0,1,0,0,0,18.0,2.0,9,0,0,0.0,2,8.0,7.0,false
    0,0,0,0,0,0,0,0,3,2,2,27,13,16,23,11,32,0.176471,0.210526,24,15,3,14,0.210526,24,1,1,2,7,1,90,130,10,9,10,9,21,0,16,2,29,30,0,24,2,90,130,10,9,10,9,21,0,16,2,29,30,0,24,2,6,0,0,2,17.0,7.0,2.83333,43.0,32.0,7.16667,-26.0,3.0,-4.33333,44.0,14.4874,4.92306,0.0033564,0.169719,9.2306,0.307768,20,2,13,9,210,3,10,0,67.0,21.0,17,4,0,0.0,16,45.0,18.0,false
    0,0,0,0,0,0,0,0,0,0,0,4,2,6,7,2,6,1,0.4,16,16,5,0,0.4,16,1,1,0,0,1,24,45,12,11,2,2,4,0,4,0,26,8,1,26,0,24,45,12,11,2,2,4,0,4,0,26,8,1,26,0,3,0,0,1,65.0,65.0,21.6667,65.0,65.0,21.6667,0.0,65.0,0.0,23.0,0,0,0,0,0,0,6,2,6,0,3,0,2,1,12.0,3.0,28,2,0,0.0,3,3.0,3.0,false
    0,0,0,0,0,0,0,0,1,2,2,29,11,3,4,12,25,0.285714,0.131148,16,13,4,10,0.131148,16,2,2,0,0,1,106,133,3,7,3,7,13,0,13,1,13,53,0,13,1,106,133,3,7,3,7,13,0,13,1,13,53,0,13,1,23,0,4,2,106.0,19.0,4.6087,82.0,19.0,3.56522,24.0,6.0,1.04348,139.714,68.7062,20.0263,0.0243389,0.232607,9.70076,0.469356,12,2,3,9,78,0,3,0,99.0,13.0,17,3,0,0.0,13,47.0,22.0,false
    0.242857,1,8,2,0.220183,0.269663,24,24,1,2,2,26,4,1,1,9,21,0.230769,0.11,11,9,3,10,0.11,11,1,1,0,0,1,89,109,2,5,2,5,12,0,12,0,12,46,0,12,0,89,109,2,5,2,5,12,0,12,0,12,46,0,12,0,15,0,2,2,101.0,34.0,6.73333,99.0,38.0,6.6,2.0,6.0,0.133333,139.714,51.133,13.51,0.0307731,0.181922,9.4472,0.281645,6,1,1,5,66,0,2,0,84.0,12.0,17,1,0,0.0,12,32.0,17.0,false
    0.229075,1,8,2,0.156028,0.196429,22,22,1,3,3,35,7,8,24,13,30,0.166667,0.125,16,16,3,15,0.125,16,1,1,0,0,1,112,141,4,9,4,9,17,1,17,2,17,53,1,17,2,112,141,4,9,4,9,17,1,17,2,17,53,1,17,2,11,0,1,2,65.0,15.0,5.90909,33.0,10.0,3.0,32.0,11.0,2.90909,94.2857,26.7099,8.68041,0.0148548,0.170802,9.31877,0.276511,9,1,5,4,136,0,4,0,106.0,17.0,21,1,0,1.0,17,68.0,23.0,false
    0,0,0,0,0,0,0,0,2,3,3,38,11,79,110,11,29,0.25,0.251366,46,27,4,12,0.277202,107,0,0,0,0,0,137,256,11,12,11,12,18,1,15,0,18,66,1,15,0,279,432,24,22,23,20,34,1,28,0,37,125,1,31,1,14,1,0,2,194.0,80.0,13.8571,148.0,56.0,10.5714,46.0,77.0,3.28571,48.8571,14.8962,7.03716,0.029071,0.20972,9.3603,0.427097,60,1,54,10,120,0,11,0,115.0,16.0,0,10,3,0.0,13,58.0,27.0,true
    0,0,0,0,0,0,0,0,1,2,2,26,6,5,9,16,30,0.357143,0.245033,37,19,5,9,0.245033,37,1,1,0,0,1,114,173,11,5,11,5,14,0,13,0,14,53,0,13,0,114,173,11,5,11,5,14,0,13,0,14,53,0,13,0,24,0,2,2,116.0,26.0,4.83333,89.0,11.0,3.70833,27.0,15.0,1.125,139.714,92.0924,14.2579,0.0323773,0.199174,9.50146,0.361925,7,1,4,4,78,0,11,0,101.0,13.0,17,10,1,0.0,12,54.0,25.0,true
    0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,0,3,0.25,0.176471,3,3,1,3,0.176471,3,1,1,0,0,1,14,20,2,2,2,2,3,0,3,0,3,4,0,3,0,14,20,2,2,2,2,3,0,3,0,3,4,0,3,0,6,0,0,2,9.0,4.0,1.5,11.0,4.0,1.83333,-2.0,2.0,-0.333333,139.714,85.2381,6.78109,0.00181381,0.169503,9.27181,0.285978,3,1,3,0,3,0,2,0,10.0,3.0,11,2,0,0.0,3,3.0,3.0,false
    0.0998981,8,59,8,0.101083,0.125561,28,28,1,3,3,69,10,36,101,23,48,0.136364,0.0746888,18,13,3,19,0.0746888,18,1,1,0,0,1,223,277,10,9,10,9,25,1,21,2,25,118,1,21,2,223,277,10,9,10,9,25,1,21,2,25,118,1,21,2,24,0,1,3,138.0,25.0,5.75,93.0,29.0,3.875,45.0,11.0,1.875,94.2857,36.6667,12.804,0.0426806,0.197448,9.46786,0.369987,38,1,31,10,300,0,10,0,218.0,25.0,21,5,3,1.0,21,124.0,64.0,false
    0,0,0,0,0,0,0,0,2,1,1,21,6,5,12,5,21,0.125,0.11236,10,8,2,14,0.11236,10,2,2,0,0,1,79,104,5,6,5,6,16,0,15,2,16,30,0,15,2,79,104,5,6,5,6,16,0,15,2,16,30,0,15,2,12,0,0,2,41.0,9.0,3.41667,25.0,6.0,2.08333,16.0,8.0,1.33333,94.2857,49.6446,6.61084,0.00556977,0.156796,9.24227,0.225424,10,2,4,7,105,0,5,0,65.0,15.0,17,5,0,0.0,14,32.0,20.0,false
    0,0,0,0,0,0,0,0,2,6,6,20,10,6,11,9,16,0.571429,0.243243,36,16,4,3,0.243243,36,0,0,0,0,0,112,152,16,1,16,1,7,15,6,0,7,51,15,6,0,112,152,16,1,16,1,7,15,6,0,7,51,15,6,0,27,1,1,3,241.0,45.0,8.92593,172.0,26.0,6.37037,69.0,43.0,2.55556,94.2857,46.0213,14.7303,0.0435583,0.218665,9.55562,0.454431,19,1,2,17,10,0,16,0,86.0,5.0,9,0,0,0.0,4,44.0,14.0,false
    0.157438,6,50,24,0.154885,0.178643,195,179,1,5,4,248,23,52,91,75,141,0.285714,0.136141,139,75,16,40,0.135462,157,1,1,0,0,1,882,1121,40,11,40,11,66,22,55,3,66,456,22,55,3,1002,1259,40,11,40,11,98,22,87,3,98,492,22,87,3,69,3,3,3,2144.0,872.0,31.0725,1801.0,904.0,26.1015,343.0,141.0,4.97101,94.2857,43.4995,20.1106,0.342944,0.2637,9.76897,0.600336,64,1,35,31,1830,0,40,0,989.0,61.0,27,18,7,0.0,50,530.0,173.0,true
    0,0,0,0,0,0,0,0,1,0,0,8,5,10,4,3,11,0.111111,0.155556,7,5,1,8,0.155556,7,2,2,0,0,1,38,51,5,6,5,6,8,0,8,0,8,12,0,8,0,38,51,5,6,5,6,8,0,8,0,8,12,0,8,0,9,0,0,2,20.0,5.0,2.22222,20.0,5.0,2.22222,0.0,3.0,0.0,94.2857,34.0357,6.61084,0.00447228,0.156796,9.24227,0.225424,5,2,4,2,28,0,5,0,29.0,8.0,15,5,0,0.0,8,12.0,8.0,false
    0,0,0,0,0,0,0,0,1,1,1,14,3,18,31,0,13,0.0714286,0.0746269,5,5,1,13,0.0746269,5,1,1,0,0,1,62,88,13,6,13,6,13,0,13,4,13,15,0,13,4,62,88,13,6,13,6,13,0,13,4,13,15,0,13,4,8,0,1,2,42.0,21.0,5.25,39.0,16.0,4.875,3.0,5.0,0.375,73.8571,13.2551,8.83356,0.0267758,0.184993,9.35271,0.348397,14,1,14,0,78,0,13,0,43.0,13.0,14,13,0,0.0,13,17.0,14.0,false
    0,0,0,0,0,0,0,0,1,6,4,20,5,2,2,6,7,0.5,0.22,11,6,1,1,0.22,11,0,0,0,0,0,39,44,2,0,2,0,1,0,1,0,1,18,0,1,0,39,44,2,0,2,0,1,0,1,0,1,18,0,1,0,10,0,1,3,29.0,6.0,2.9,24.0,6.0,2.4,5.0,3.0,0.5,82.7143,36.3744,10.1236,0.00648294,0.201284,9.41541,0.417202,5,1,2,3,1,0,2,0,37.0,2.0,9,2,0,0.0,2,22.0,19.0,false
    0,0,0,0,0,0,0,0,1,2,2,37,11,16,28,15,34,0.235294,0.194737,37,11,4,13,0.194737,37,1,1,0,0,1,153,213,5,2,5,2,19,0,16,1,19,75,0,16,1,153,213,5,2,5,2,19,0,16,1,19,75,0,16,1,13,1,0,3,95.0,56.0,7.30769,140.0,36.0,10.7692,-45.0,24.0,-3.46154,42.7143,6.16241,4.83045,0.015726,0.172387,9.23327,0.316587,27,1,16,11,136,0,5,0,159.0,17.0,12,5,3,0.0,14,79.0,29.0,true
    0,0,0,0,0,0,0,0,1,2,2,16,9,2,1,8,12,0.4,0.129032,12,5,2,3,0.129032,12,0,0,0,0,0,81,102,8,1,8,1,4,0,4,0,4,42,0,4,0,81,102,8,1,8,1,4,0,4,0,4,42,0,4,0,30,0,3,2,246.0,96.0,8.2,179.0,96.0,5.96667,67.0,96.0,2.23333,109.857,38.3304,19.4282,0.0651686,0.231108,9.68475,0.467452,9,1,1,8,6,0,8,0,77.0,4.0,51,6,0,0.0,4,24.0,13.0,true
    0,0,0,0,0,0,0,0,1,5,5,8,7,2,3,3,6,0.5,0.152542,9,7,2,2,0.152542,9,1,1,0,0,1,50,60,1,0,1,0,3,0,3,1,3,28,0,3,1,50,60,1,0,1,0,3,0,3,1,3,28,0,3,1,26,0,3,3,214.0,56.0,8.23077,176.0,56.0,6.76923,38.0,56.0,1.46154,109.857,41.0794,16.8,0.0568554,0.220625,9.60346,0.442727,12,1,2,10,3,0,1,0,50.0,3.0,10,1,0,0.0,3,24.0,7.0,true
    0.0986745,1,3,1,0.0852273,0.10219,15,14,2,1,1,6,11,2,1,15,18,0.5,0.340909,30,5,2,2,0.238889,43,1,1,0,0,1,58,70,1,0,1,0,3,0,3,1,3,24,0,3,1,137,176,4,7,4,7,20,0,20,8,20,52,0,20,8,25,0,3,2,370.0,202.0,14.8,340.0,202.0,13.6,30.0,202.0,1.2,109.857,26.6598,16.189,0.0996957,0.219487,9.58758,0.444705,16,1,0,16,6,0,1,0,59.0,4.0,11,1,0,0.0,4,36.0,5.0,true
    0,0,0,0,0,0,0,0,4,2,1,16,2,5,0,0,12,0.142857,0.204545,9,5,1,6,0.204545,9,0,0,4,4,0,35,54,0,8,0,8,12,0,6,0,12,11,0,6,0,35,54,0,8,0,8,12,0,6,0,12,11,0,6,0,6,1,0,1,22.0,14.0,3.66667,23.0,14.0,3.83333,-1.0,3.0,-0.166667,139.714,58.1688,6.25104,0.00411826,0.159952,9.23975,0.24548,0,1,0,0,28,5,0,0,15.0,8.0,9,0,0,0.0,4,8.0,4.0,false
    0,0,0,0,0,0,0,0,3,0,0,6,0,2,2,0,6,0.166667,0.0909091,3,3,1,5,0.0909091,3,0,0,0,0,0,30,37,1,1,1,1,6,0,5,0,6,12,0,5,0,30,37,1,1,1,1,6,0,5,0,6,12,0,5,0,7,0,0,2,13.0,4.0,1.85714,11.0,5.0,1.57143,2.0,3.0,0.285714,139.143,58.1099,7.98467,0.00652745,0.156875,9.26997,0.215638,2,1,2,0,15,0,1,0,24.0,6.0,0,1,0,0.0,5,11.0,6.0,false
    0,0,0,0,0,0,0,0,4,4,4,34,1,3,4,2,13,0.222222,0.110236,14,9,2,7,0.105263,14,0,0,0,0,0,113,139,1,2,1,2,11,0,8,0,11,61,0,8,0,119,145,1,2,1,2,12,0,9,0,12,64,0,9,0,21,0,0,2,222.0,55.0,10.5714,171.0,33.0,8.14286,51.0,28.0,2.42857,139.714,55.9492,13.2689,0.136877,0.180241,9.43979,0.274567,3,1,2,1,55,0,1,0,124.0,11.0,9,1,3,0.0,8,43.0,25.0,false
    0,0,0,0,0,0,0,0,1,0,0,3,1,6,0,0,3,0.25,0.125,7,4,1,3,0.0813954,7,0,0,0,0,0,49,79,21,1,21,1,3,20,3,1,3,20,20,3,1,79,110,24,1,24,1,4,23,4,1,4,37,23,4,1,10,0,0,1,40.0,20.0,4.0,43.0,20.0,4.3,-3.0,1.0,-0.3,139.714,31.9429,8.86173,0.0224525,0.158571,9.29333,0.213303,1,1,1,0,6,0,21,0,56.0,4.0,9,1,0,0.0,4,5.0,12.0,false
    0,0,0,0,0,0,0,0,5,2,2,7,1,1,0,2,7,0.166667,0.366667,11,3,1,5,0.366667,11,0,0,0,0,0,19,32,0,0,0,0,5,0,5,0,5,5,0,5,0,19,32,0,0,0,0,5,0,5,0,5,5,0,5,0,7,0,0,1,12.0,5.0,1.71429,11.0,4.0,1.57143,1.0,4.0,0.142857,139.714,66.7381,6.82726,0.00405504,0.148587,9.22552,0.185195,1,1,0,1,10,0,0,0,25.0,5.0,9,0,0,0.0,5,7.0,7.0,false
    0.0839161,1,4,2,0.0662824,0.0734266,23,21,2,8,8,79,17,2,6,21,35,0.1,0.141141,47,7,1,9,0.141141,47,1,1,0,0,1,286,347,9,1,9,1,14,0,9,0,22,163,0,17,0,286,347,9,1,9,1,14,0,9,0,22,163,0,17,0,14,0,0,2,215.0,108.0,15.3571,156.0,60.0,11.1429,59.0,94.0,4.21429,47.4286,6.12691,4.88878,0.0128363,0.166327,9.22338,0.29442,23,2,2,22,91,0,9,0,303.0,14.0,17,9,5,0.0,9,150.0,60.0,true
    0,0,0,0,0,0,0,0,9,4,4,37,5,1,3,3,22,0.0625,0.176871,26,12,1,15,0.176871,26,1,1,0,0,1,121,166,3,1,3,1,19,0,15,1,19,48,0,15,1,121,166,3,1,3,1,19,0,15,1,19,48,0,15,1,27,0,1,3,282.0,80.0,10.4444,160.0,35.0,5.92593,122.0,78.0,4.51852,119.429,47.8065,13.1661,0.0740562,0.198514,9.47561,0.370632,4,1,1,4,153,0,3,0,125.0,18.0,13,3,4,0.0,14,55.0,32.0,false
    0.151899,1,2,1,0.114943,0.15,10,9,1,1,1,10,1,8,8,1,6,0.5,0.268293,22,7,2,2,0.268293,22,0,0,0,0,0,60,87,14,2,14,2,5,10,3,0,5,21,10,3,0,60,87,14,2,14,2,5,10,3,0,5,21,10,3,0,18,1,0,2,62.0,15.0,3.44444,91.0,47.0,5.05556,-29.0,4.0,-1.61111,139.143,80.7166,12.6094,0.0112128,0.189996,9.44519,0.333833,8,1,5,3,6,0,14,0,37.0,4.0,9,4,2,0.0,2,19.0,8.0,true
    0,0,0,0,0,0,0,0,5,5,5,54,23,47,66,28,56,0.380952,0.133574,37,28,8,13,0.129159,66,0,0,0,0,0,240,323,17,15,17,15,28,1,20,2,28,117,1,20,2,445,573,32,27,32,25,49,12,31,2,67,198,12,49,2,36,1,1,3,181.0,32.0,5.02778,315.0,62.0,8.75,-134.0,13.0,-3.72222,48.8571,11.4396,8.4865,0.0216728,0.234097,9.44205,0.505447,45,1,33,16,378,0,17,0,226.0,28.0,0,16,8,0.0,20,125.0,46.0,false
    0,0,0,0,0,0,0,0,3,2,2,15,8,3,3,10,20,0.1,0.166667,11,7,1,9,0.105769,11,0,0,0,0,0,55,77,4,4,4,4,10,0,9,0,10,21,0,9,0,93,122,4,4,4,4,18,0,17,0,26,35,0,25,0,10,0,0,2,83.0,46.0,8.3,75.0,55.0,7.5,8.0,6.0,0.8,77.0,29.2806,8.94961,0.0133884,0.189859,9.36564,0.373576,11,1,2,9,45,0,4,0,65.0,10.0,9,4,1,0.0,9,32.0,15.0,false
    0,0,0,0,0,0,0,0,1,0,0,1,1,3,0,1,2,0.5,0.3,3,3,1,1,0.3,3,0,0,0,0,0,7,8,1,0,1,0,1,0,1,0,1,1,0,1,0,7,8,1,0,1,0,1,0,1,0,1,1,0,1,0,4,0,0,1,8.0,4.0,2.0,8.0,5.0,2.0,0.0,3.0,0.0,139.143,80.2143,3.95974,0.00131326,0.143127,9.15318,0.183381,3,1,3,0,1,0,1,0,3.0,2.0,0,0,0,0.0,2,3.0,1.0,false
