@RELATION GitHub-unified-file.arff

    @ATTRIBUTE McCC NUMERIC
    @ATTRIBUTE CLOC NUMERIC
    @ATTRIBUTE PDA NUMERIC
    @ATTRIBUTE PUA NUMERIC
    @ATTRIBUTE LLOC NUMERIC
    @ATTRIBUTE LOC NUMERIC
    @ATTRIBUTE NumberOfCommitters NUMERIC
    @ATTRIBUTE NumberOfDeveloperCommits NUMERIC
    @ATTRIBUTE NumberOfPreviousModifications NUMERIC
    @ATTRIBUTE NumberOfPreviousFixes NUMERIC
    @ATTRIBUTE bug {true,false}

@DATA
    1,0,0,4,27,53,2,0,1,533,false
    1,0,1,5,56,92,3,0,1,533,false
    14,0,2,23,174,231,55,0,15,5350,false
    54,0,1,41,604,728,145,0,15,5350,false
    22,0,6,4,334,417,41,0,11,5350,false
    1,0,0,12,53,85,11,0,5,1296,false
    1,0,3,1,37,76,5,0,4,1636,false
    1,0,0,0,5,26,2,0,2,2319,false
    1,0,0,3,7,30,2,0,2,2319,false
    3,0,0,3,25,50,2,0,2,2319,false
    7,0,0,34,169,232,45,0,10,1296,false
    1,0,0,17,86,123,17,0,9,1296,false
    16,0,2,14,243,351,56,0,13,5350,false
    1,0,0,2,13,34,2,0,1,533,false
    5,0,1,5,99,136,13,0,7,2472,false
    6,0,3,7,88,131,13,0,3,5350,false
    1,0,0,2,6,28,2,0,2,1636,false
    15,0,2,13,218,276,6,0,3,1636,false
    1,0,0,8,63,97,24,0,6,1636,false
    87,0,0,11,696,794,32,0,8,1634,false
    1,0,2,5,11,47,10,0,7,2319,false
    5,0,1,23,216,279,65,0,11,5350,false
    1,0,1,7,17,51,9,0,3,665,false
    14,0,4,15,332,456,71,0,14,665,false
    1,0,0,4,16,38,1,0,1,3997,false
    1,0,0,20,105,146,6,0,3,665,false
    4,0,0,12,73,106,6,0,4,2319,false
    3,0,0,5,38,66,4,0,4,2319,false
    1,0,0,2,8,29,2,0,1,5350,false
    5,0,0,8,65,99,4,0,3,1636,false
    21,0,0,27,325,388,6,0,4,1636,false
    1,0,0,4,16,39,1,0,1,3997,false
    6,0,2,8,91,130,6,0,2,5350,false
    1,0,0,15,99,139,11,0,6,1296,false
    12,0,0,12,150,192,15,0,7,5350,false
    9,0,0,11,127,171,12,0,7,2319,false
    7,0,0,3,59,88,4,0,1,533,false
    1,0,0,8,14,43,4,0,3,2319,false
    3,0,2,3,36,82,5,0,3,2319,false
    1,0,2,4,12,55,3,0,3,5350,false
    1,0,0,2,10,33,9,0,6,665,false
    136,0,3,6,1235,1483,136,2,15,5350,false
    1,0,1,8,21,55,12,0,6,1296,false
    2,0,0,4,25,51,2,0,2,5350,false
    7,0,1,4,61,100,6,0,2,2319,false
    2,0,0,1,35,60,29,0,9,1296,false
    15,0,0,0,146,199,12,0,6,5350,false
    14,0,0,5,132,182,13,0,7,310,false
    30,0,0,6,294,342,28,0,8,310,false
    1,0,0,3,16,41,2,0,1,2319,false
    1,0,1,0,9,36,2,0,2,2319,false
    233,0,24,14,1944,2414,31,0,6,5350,false
    4,0,2,5,90,146,23,0,8,2319,false
    13,0,3,32,610,754,223,0,19,505,false
    1,0,1,7,47,80,31,0,10,2319,false
    1,0,0,3,7,30,4,0,2,5350,false
    9,0,1,18,157,219,9,0,6,1296,false
    1,0,0,3,15,39,2,0,1,533,false
    10,0,3,27,211,281,25,0,9,1296,false
    1,0,0,4,7,30,6,0,5,1634,false
    1,0,1,3,16,42,1,0,1,3997,false
    17,0,1,39,359,447,111,1,16,1296,false
    1,0,3,3,12,56,9,0,3,2319,false
    1,0,0,0,18,45,3,0,3,2319,false
    9,0,1,4,73,122,12,0,7,665,false
    2,0,0,3,19,43,13,0,8,1636,false
    3,0,0,4,53,82,12,0,6,5350,false
    3,0,0,4,40,67,12,0,6,828,false
    5,0,1,1,39,77,13,0,6,5350,false
    2,0,2,6,86,144,10,0,5,5350,false
    3,0,1,1,58,97,55,0,10,828,false
    10,0,1,2,150,202,54,0,10,5350,false
    7,0,1,11,138,187,65,0,11,2319,false
    9,0,0,5,92,127,9,0,5,665,false
    7,0,1,3,49,79,32,0,11,59,false
    1,0,0,2,5,26,4,0,3,7,false
    1,0,0,3,17,40,10,0,7,5350,false
    4,0,0,4,80,123,7,0,4,665,false
    4,0,0,5,73,106,30,0,11,5350,false
    5,0,0,4,61,90,22,0,10,665,false
    7,0,0,4,102,140,30,0,11,665,false
    7,0,1,17,171,235,34,0,11,665,false
    1,0,0,4,7,28,5,0,4,7,false
    1,0,0,4,13,36,5,0,4,7,false
    2,0,0,5,39,67,8,0,7,828,false
    3,0,4,4,40,93,35,2,13,2319,false
    1,0,0,11,62,105,8,0,6,2319,false
    1,0,1,1,9,39,6,0,2,5350,false
    1,0,0,6,18,43,3,0,3,2319,false
    1,0,0,5,20,43,1,0,1,3997,false
    6,0,0,5,68,99,6,0,2,5350,false
    1,0,0,5,20,43,1,0,1,3997,false
    1,0,13,0,27,151,36,0,9,5350,false
    21,0,0,14,242,310,17,0,7,310,false
    1,0,0,2,8,29,6,0,3,5350,false
    1,0,1,2,35,65,16,0,7,665,false
    45,0,0,0,408,584,38,0,13,505,false
    24,0,1,1,196,300,17,0,10,533,false
    57,0,0,0,409,474,21,0,11,505,false
    33,0,0,18,278,327,40,0,12,505,false
    1,0,1,3,8,35,6,0,3,5350,false
    1,0,0,2,10,32,18,0,8,1634,false
    1,0,1,1,11,36,2,0,1,5350,false
    1,0,1,1,9,35,2,0,1,5350,false
    1,0,0,1,4,25,1,0,1,3997,false
    82,0,0,0,617,710,91,0,15,5350,false
    1,0,1,2,19,52,22,0,8,5350,false
    1,0,0,5,43,70,13,0,5,665,false
    45,0,14,5,432,628,67,0,11,665,false
    87,0,2,35,887,1057,199,2,20,5350,false
    1,0,0,2,10,32,15,0,7,1634,false
    56,0,7,10,536,660,41,0,14,5350,false
    17,0,1,8,153,211,15,0,9,1296,false
    6,0,0,14,110,148,21,0,8,665,false
    9,0,1,13,142,196,35,0,8,665,false
    1,0,0,2,22,45,2,0,2,3997,false
    1,0,0,2,11,33,1,0,1,5350,true
    5,0,0,18,130,174,17,0,9,665,true
    1,0,1,1,12,42,2,0,1,2319,false
    6,0,0,2,61,88,39,0,8,5350,false
    1,0,0,2,6,28,3,0,3,5350,false
    4,0,0,16,104,151,44,0,12,5350,false
    1,0,2,11,18,66,17,0,9,665,false
    1,0,2,0,7,42,6,0,3,5350,false
    1,0,1,30,201,271,37,0,7,1296,false
    49,0,4,27,506,636,47,0,11,1296,false
    21,0,0,14,252,300,35,0,10,665,false
    20,0,1,11,225,309,7,0,5,1296,true
    1,0,0,2,6,28,2,0,2,1404,false
    1,0,1,4,21,53,1,0,1,1296,false
    1,0,0,37,213,294,12,0,6,505,false
    1,0,0,3,16,39,5,0,5,5350,false
    2,0,0,3,19,42,1,0,1,1296,false
    1,0,0,13,28,55,10,0,5,665,false
    12,0,0,0,93,127,18,0,5,1296,false
    1,0,1,1,10,36,1,0,1,3997,false
    1,0,0,2,9,30,6,0,5,505,false
    1,0,1,1,13,48,8,0,6,1636,false
    2,0,0,10,53,83,8,0,5,505,false
    1,0,4,0,8,70,5,0,2,1296,false
    1,0,4,1,20,81,8,0,5,1296,false
    1,0,0,4,8,32,4,0,1,1296,false
    17,0,1,22,201,261,11,0,5,1296,false
    1,0,4,1,28,86,13,0,7,1296,false
    1,0,5,0,19,137,2,0,2,1296,false
    1,0,2,0,9,54,2,0,2,1296,false
    1,0,3,2,12,62,6,0,4,2319,false
    4,0,4,4,62,176,8,0,4,2319,false
    3,0,4,2,41,98,14,0,6,505,false
    1,0,16,19,148,336,65,0,13,5350,false
    7,0,1,2,71,106,47,0,10,505,false
    129,0,11,32,1379,1722,247,0,20,505,true
    16,0,2,5,128,209,15,0,6,665,false
    1,0,0,3,14,40,8,0,4,665,false
    1,0,0,1,6,29,2,0,2,5350,false
    1,0,0,2,6,28,2,0,2,2319,false
    7,0,3,10,89,139,2,0,2,2319,false
    82,0,2,5,752,907,110,0,15,5350,false
    10,0,8,5,128,350,17,0,9,5350,false
    1,0,3,6,24,72,16,0,8,2319,false
    1,0,0,0,39,67,6,0,4,665,false
    3,0,0,0,129,182,4,0,3,5350,false
    2,0,0,13,133,176,10,0,5,665,false
    12,0,0,0,164,207,13,0,7,665,false
    1,0,1,1,12,41,5,0,4,5350,false
    1,0,1,0,4,29,5,0,4,5350,false
    4,0,0,5,112,148,2,0,2,665,false
    12,0,5,15,212,279,5,0,3,5350,false
    4,0,0,0,66,93,2,0,2,665,false
    6,0,3,0,43,97,5,0,4,5350,false
    13,0,0,2,227,283,5,0,4,2319,false
    4,0,0,0,84,117,7,0,4,665,false
    3,0,0,0,36,61,10,0,5,5350,false
    20,0,0,0,321,391,19,0,10,5350,false
    1,0,0,6,55,86,5,0,4,828,false
    1,0,0,1,7,29,7,0,4,665,false
    2,0,1,2,34,74,1,0,1,2319,false
    2,0,1,2,34,74,1,0,1,2319,false
    20,0,1,6,136,174,1,0,1,3997,false
    50,0,0,13,393,441,20,0,11,2319,false
    19,0,7,30,268,379,31,0,10,828,false
    1,0,0,4,96,129,1,0,1,3997,false
    9,0,1,9,101,141,11,0,5,665,false
    5,0,11,0,72,200,11,0,4,5350,false
    9,0,0,10,135,180,6,0,2,5350,false
    1,0,0,1,6,30,1,0,1,236,false
    10,0,0,7,77,107,13,0,6,5350,false
    11,0,0,2,71,96,19,0,5,1296,false
    27,0,0,0,161,206,2,0,2,665,false
    1,0,1,12,188,252,2,0,2,2472,false
    24,0,0,18,253,300,13,0,5,5350,false
    6,0,1,1,83,120,1,0,1,2319,true
    6,0,0,2,83,117,1,0,1,2319,true
    21,0,1,25,205,270,5,0,4,5350,false
    1,0,0,5,32,59,6,0,4,2319,false
    15,0,0,11,220,267,55,0,14,1296,false
    2,0,1,1,16,57,2,0,2,5350,false
    51,0,4,20,383,464,72,0,14,5350,false
    30,0,0,23,245,294,19,0,7,665,false
    1,0,2,2,14,49,11,0,6,1296,false
    3,0,4,0,31,74,4,0,2,5350,false
    6,0,0,7,71,103,6,0,4,505,false
    7,0,0,7,85,117,12,0,4,1296,false
    1,0,0,3,6,28,1,0,1,2319,false
    6,0,0,5,45,76,1,0,1,2319,false
    1,0,0,3,6,28,1,0,1,2319,false
    2,0,0,4,29,56,1,0,1,2319,false
    1,0,0,1,5,27,2,0,2,665,false
    1,0,0,2,16,38,4,0,2,5350,false
    60,0,2,24,705,878,68,0,11,5350,false
    8,0,0,8,70,102,25,0,8,5350,false
    1,0,1,5,10,40,10,0,5,5350,false
    1,0,0,2,29,55,4,0,3,5350,false
    1,0,0,11,61,94,3,0,3,2319,false
    24,0,1,33,565,700,82,0,17,5350,false
    1,0,0,4,22,47,3,0,3,505,false
    1,0,4,0,10,68,2,0,2,2319,false
    22,0,0,18,282,339,17,0,8,828,false
    1,0,0,4,49,80,4,0,4,828,false
    1,0,3,1,8,84,2,0,2,2319,false
    3,0,0,3,29,55,16,0,6,5350,false
    1,0,0,3,12,34,3,0,3,505,false
    5,0,0,11,95,128,8,0,6,665,false
    1,0,0,6,34,61,4,0,3,1296,false
    1,0,0,2,29,51,2,0,2,2319,false
    41,0,0,0,350,398,5,0,5,533,false
    2,0,0,9,57,88,4,0,3,1296,false
    51,0,8,9,449,580,21,0,7,505,false
    1,0,1,4,12,47,2,0,2,5350,false
    1,0,1,4,25,52,2,0,2,5350,false
    7,0,1,1,39,67,4,0,3,2319,false
    1,0,1,1,5,30,2,0,2,5350,false
    1,0,1,0,12,36,3,0,3,2319,false
    9,0,0,7,93,126,6,0,2,5350,false
    5,0,2,10,102,161,19,0,10,5350,false
    1,0,1,2,19,46,18,0,7,1296,false
    1,0,9,1,46,126,9,0,5,5350,false
    3,0,0,2,16,38,3,0,3,310,false
    1,0,0,3,15,40,6,0,2,5350,false
    1,0,0,3,19,43,16,0,8,5350,false
    1,0,0,3,15,40,3,0,3,310,false
    8,0,1,6,219,285,23,0,9,2319,false
    6,0,1,2,87,124,5,0,3,5350,false
    1,0,3,0,7,45,19,0,8,5350,false
    1,0,1,2,18,47,3,0,2,5350,false
    7,0,1,2,46,80,3,0,2,5350,false
    1,0,0,5,28,54,6,0,5,310,false
    1,0,0,10,50,82,3,0,3,310,false
    1,0,0,2,9,31,2,0,2,1404,false
    1,0,0,6,32,64,7,0,3,1296,false
    1,0,0,3,6,28,4,0,1,1296,false
    1,0,0,2,6,28,3,0,3,5350,false
    2,0,0,5,34,60,4,0,3,665,false
    24,0,0,14,253,310,9,0,3,1296,false
    1,0,0,0,1,26,1,0,1,3997,false
    4,0,1,1,34,64,2,0,2,3997,false
    9,0,1,1,63,95,5,0,2,5350,false
    2,0,8,0,142,238,63,0,15,1296,false
    1,0,0,0,1,25,1,0,1,533,false
    30,0,0,0,720,878,47,0,11,5350,false
    1,0,25,0,39,309,23,0,11,310,false
    99,0,1,27,1186,1411,114,1,15,665,false
    1,0,8,0,16,170,6,0,4,224,false
    1,0,4,0,11,78,7,0,4,5350,false
    1,0,9,2,58,160,8,0,4,5350,false
    1,0,1,4,33,64,3,0,3,5350,false
    4,0,0,0,42,68,2,0,2,1636,false
    1,0,2,1,20,54,2,0,1,533,false
    1,0,0,0,1,25,3,0,3,5350,false
    1,0,0,0,1,25,3,0,3,5350,false
    1,0,0,7,137,191,17,0,9,3997,false
    2,0,0,3,34,61,7,0,3,665,false
    1,0,2,1,6,35,7,0,3,665,false
    3,0,0,5,68,98,6,0,3,665,false
    7,0,1,5,62,95,7,0,3,665,false
    8,0,1,3,52,84,7,0,3,665,false
    11,0,1,5,72,105,7,0,3,665,false
    5,0,0,19,153,195,7,0,3,665,false
    1,0,1,21,132,180,6,0,3,665,false
    3,0,0,11,80,113,7,0,3,665,false
    1,0,0,7,45,74,6,0,3,665,false
    4,0,0,12,92,126,7,0,3,665,false
    1,0,0,12,86,120,6,0,3,665,false
    1,0,0,0,1,29,6,0,3,665,false
    3,0,0,3,34,65,5,0,4,2319,false
    1,0,0,1,30,55,3,0,3,224,false
    1,0,0,1,51,79,3,0,3,224,false
    3,0,0,2,46,80,4,0,3,310,false
    1,0,0,4,15,39,1,0,1,828,false
    1,0,0,2,29,60,6,0,4,5350,false
    1,0,0,1,60,89,1,0,1,828,false
    3,0,1,0,95,134,5,0,3,310,false
    8,0,0,4,123,171,5,0,3,2319,false
    1,0,0,1,30,55,1,0,1,828,false
    1,0,0,1,50,77,1,0,1,828,false
    3,0,0,1,95,127,2,0,1,310,false
    2,0,1,13,315,448,29,2,10,310,false
    6,0,0,6,171,235,7,0,6,505,false
    14,0,1,19,538,682,39,0,9,310,false
    1,0,0,2,20,45,2,0,1,828,false
    1,0,0,2,22,48,4,0,3,224,false
    1,0,0,2,18,43,2,0,1,828,false
    1,0,0,2,17,41,7,0,3,310,false
    1,0,0,2,20,45,2,0,1,828,false
    1,0,0,2,22,47,2,0,1,828,false
    1,0,0,2,17,41,4,0,1,310,false
    1,0,0,2,16,41,1,0,1,828,false
    1,0,0,2,19,43,1,0,1,828,false
    1,0,0,2,17,42,1,0,1,828,false
    1,0,0,2,22,46,4,0,3,224,false
    26,0,1,33,527,639,17,0,9,310,false
    1,0,0,4,44,71,9,0,6,2319,false
    2,0,0,1,287,344,6,0,5,2319,false
    3,0,0,1,142,182,3,0,3,2319,false
    4,0,0,3,63,105,8,0,6,2472,false
    12,0,0,23,438,577,50,0,11,665,false
    1,0,0,1,113,151,1,0,1,828,false
    3,0,0,3,84,129,5,0,3,11,false
    2,0,0,3,40,65,14,0,8,2319,false
    1,0,0,5,144,194,9,0,6,828,false
    2,0,0,19,119,161,8,0,5,665,false
    1,0,1,22,130,181,8,0,5,665,false
    1,0,2,1,12,49,2,0,2,2472,false
    1,0,0,19,105,147,7,0,4,665,false
    1,0,0,2,17,41,10,0,6,5350,false
    2,0,0,24,139,185,26,0,10,665,false
    1,0,0,1,3,25,5,0,3,3,false
    1,0,0,1,3,25,5,0,3,3,false
    1,0,0,3,15,39,2,0,2,5350,false
    1,0,0,2,6,29,5,0,3,3,false
    1,0,0,7,65,97,2,0,2,1296,false
    1,0,0,11,101,143,10,0,3,5350,false
    8,0,0,5,86,124,7,0,4,1296,false
    8,0,0,17,204,291,12,0,6,2319,false
    1,0,0,2,16,41,3,0,1,1296,false
    1,0,0,7,70,100,6,0,4,2319,false
    2,0,0,4,107,154,3,0,2,5350,false
    3,0,0,3,60,98,11,0,3,5350,false
    4,0,1,3,47,79,2,0,1,2319,false
    1,0,0,2,19,44,2,0,2,1296,false
    2,0,0,4,42,84,6,0,2,2319,false
    1,0,1,3,65,97,2,0,2,2472,false
    4,0,1,3,49,77,2,0,1,268,false
    19,0,0,9,292,358,12,0,8,236,false
    26,0,0,18,499,679,7,0,4,1636,false
    1,0,1,6,131,207,11,0,7,5350,false
    1,0,0,11,167,262,7,0,3,2319,false
    7,0,0,23,232,293,26,0,9,665,false
    2,0,0,7,73,112,8,0,4,2472,false
    2,0,0,2,112,151,25,0,10,5350,false
    5,0,0,8,56,89,7,0,4,1296,false
    1,0,0,6,22,48,1,0,1,1296,false
    11,0,0,2,138,185,15,0,7,5350,false
    4,0,0,8,139,204,4,0,3,1296,false
    22,0,1,3,199,242,10,0,7,310,false
    3,0,0,5,67,97,21,0,9,5350,false
    6,0,0,6,97,137,22,0,7,5350,false
    4,0,0,7,144,193,39,0,14,5350,false
    1,0,4,1,51,98,13,0,7,533,false
    1,0,0,8,72,121,12,0,4,665,false
    2,0,0,2,69,103,20,0,8,310,false
    1,0,0,2,19,43,2,0,2,5350,false
    1,0,0,2,11,34,2,0,2,5350,false
    1,0,0,2,28,52,13,0,5,257,false
    1,0,0,1,23,46,16,0,6,665,false
    1,0,0,2,21,51,13,0,7,665,false
    3,0,0,10,90,153,9,0,4,224,false
    1,0,0,9,74,145,7,0,4,224,false
    2,0,0,2,20,49,2,0,2,310,false
    1,0,0,2,13,36,4,0,3,310,false
    1,0,0,3,22,53,2,0,2,5350,false
    1,0,0,2,8,29,2,0,2,310,false
    1,0,0,2,8,29,2,0,2,310,false
    1,0,0,3,23,47,9,0,6,1296,false
    1,0,0,7,92,147,14,0,8,310,false
    16,0,0,2,139,174,2,0,2,533,false
    1,0,0,3,23,54,5,0,4,412,false
    5,0,2,4,178,233,2,0,2,310,false
    5,0,2,4,182,237,2,0,2,310,false
    18,0,16,13,667,1041,11,0,7,5350,false
    3,0,0,5,74,114,18,0,10,2472,false
    2,0,1,2,48,81,17,0,10,2472,false
    1,0,0,2,21,45,2,0,1,533,false
    3,0,0,12,96,142,3,0,3,1636,false
    18,0,1,21,252,309,5,0,2,828,false
    6,0,0,26,274,351,8,0,5,5350,false
    1,0,0,2,33,71,1,0,1,1636,false
    1,0,1,2,38,71,10,0,8,533,false
    3,0,0,7,83,126,12,0,6,5350,false
    7,0,0,2,64,114,2,0,2,505,false
    1,0,1,5,55,90,17,0,7,2319,false
    4,0,1,6,114,168,7,0,4,665,false
    17,0,0,17,230,285,41,0,13,5350,false
    10,0,0,6,203,247,35,0,13,5350,false
    1,0,0,2,35,61,6,0,3,5350,false
    5,0,0,5,178,235,3,0,3,533,false
    11,0,0,11,234,313,14,0,5,2319,false
    1,0,0,6,53,106,3,0,2,5350,false
    1,0,0,14,145,259,13,0,6,2319,false
    1,0,0,8,172,246,28,0,8,2319,false
    1,0,0,4,29,66,6,0,3,1636,false
    1,0,0,2,31,67,5,0,3,5350,false
    2,0,0,2,47,76,29,0,10,2319,false
    3,0,1,2,63,105,1,0,1,5350,false
    2,0,0,6,88,150,14,0,4,665,false
    1,0,0,15,147,245,18,0,7,665,false
    1,0,1,4,58,116,5,0,4,5350,false
    2,0,0,3,35,69,3,0,3,2319,false
    3,0,0,5,69,99,2,0,2,1636,false
    1,0,0,2,41,77,3,0,3,2319,false
    1,0,0,3,29,63,5,0,3,5350,false
    2,0,0,4,70,97,22,0,8,665,false
    6,0,0,8,178,252,25,0,7,2319,false
    2,0,0,4,117,173,30,0,8,5350,false
    2,0,0,2,16,40,2,0,2,2319,false
    3,0,0,15,256,351,8,0,4,2319,false
    2,0,0,10,85,120,10,0,6,310,false
    3,0,0,6,157,233,7,0,4,828,false
    3,0,0,5,193,252,45,0,9,310,false
    4,0,0,10,189,268,37,0,10,2319,false
    9,0,0,15,482,629,73,0,9,310,false
    1,0,0,15,80,117,10,0,3,2319,false
    10,0,0,9,309,388,40,0,9,310,false
    4,0,1,5,131,189,20,0,5,533,false
    1,0,0,6,75,134,4,0,2,2319,false
    3,0,0,13,420,570,54,0,10,5350,false
    3,0,0,11,179,259,10,0,3,5350,false
    7,0,0,8,98,131,28,0,8,2319,false
    1,0,0,1,7,29,2,0,2,5350,false
    8,0,0,0,94,130,13,0,7,310,false
    7,0,0,0,202,258,26,0,9,310,false
    8,0,0,0,80,124,12,0,7,310,false
    9,0,0,8,73,104,8,0,6,310,false
    3,0,0,5,39,68,1,0,1,533,false
    1,0,0,1,11,33,1,0,1,533,false
    11,0,0,0,93,122,16,0,9,2472,false
    2,0,0,0,25,52,5,0,5,2319,false
    6,0,0,16,363,499,32,0,9,2472,false
    3,0,1,16,353,535,36,0,11,2319,false
    2,0,0,3,103,141,34,0,11,5350,false
    1,0,0,2,33,68,14,0,7,5350,false
    6,0,1,4,139,222,17,0,7,665,false
    1,0,0,12,269,395,25,0,9,5350,false
    2,0,0,4,71,111,7,0,4,5350,false
    1,0,0,2,22,51,4,0,3,2319,false
    2,0,0,2,58,91,18,0,6,5350,false
    2,0,0,5,120,167,5,0,4,224,false
    4,0,0,13,195,304,17,0,7,2319,false
    4,0,0,5,124,176,5,0,3,665,false
    17,0,0,11,225,279,21,0,7,533,false
    1,0,0,4,19,43,4,0,3,2319,false
    1,0,0,14,229,354,46,0,11,1296,false
    6,0,0,18,223,353,40,0,11,1296,false
    1,0,0,4,58,113,12,0,8,665,false
    7,0,0,8,204,291,37,0,10,1296,false
    1,0,0,6,129,200,22,0,8,1296,false
    1,0,0,16,171,282,31,0,7,5350,false
    1,0,0,5,60,104,12,0,2,5350,false
    13,0,1,12,290,378,12,0,3,5350,false
    1,0,0,5,60,103,9,0,4,5350,false
    2,0,0,9,133,216,6,0,3,533,false
    1,0,1,2,64,108,4,0,2,5350,false
    2,0,0,7,67,99,4,0,3,2319,false
    2,0,0,5,100,152,2,0,1,2319,false
    1,0,0,9,57,92,14,0,5,2319,false
    9,0,0,4,151,193,11,0,5,2319,false
    6,0,0,4,143,171,6,0,5,505,false
    2,0,0,4,50,81,5,0,3,533,false
    32,0,0,4,254,307,30,0,10,5350,false
    14,0,0,11,270,337,13,0,8,5350,false
    8,0,1,1,130,184,4,0,3,828,false
    11,0,0,4,184,231,6,0,4,5350,false
    3,0,0,2,27,54,2,0,1,5350,false
    20,0,0,31,276,336,34,0,11,665,false
    9,0,0,5,108,147,27,0,7,505,false
    1,0,0,4,28,53,5,0,3,5350,false
    4,0,1,4,101,150,5,0,4,412,false
    2,0,1,2,125,179,19,0,6,5350,false
    2,0,1,3,89,137,17,0,8,2319,false
    4,0,1,3,145,216,15,0,8,5350,false
    1,0,0,10,245,342,20,1,8,310,false
    3,0,0,4,63,99,2,0,1,2472,false
    6,0,0,2,61,113,9,0,6,310,false
    2,0,0,4,33,60,2,0,2,1296,false
    5,0,1,1,112,172,9,0,4,5350,false
    1,0,0,2,38,74,5,0,3,5350,false
    8,0,0,2,97,133,6,0,3,5350,false
    2,0,0,4,74,107,20,0,7,665,false
    2,0,0,2,40,71,4,0,4,5350,false
    6,0,1,4,122,179,20,0,6,5350,false
    9,0,1,1,137,180,14,0,7,5350,false
    5,0,1,1,114,155,31,0,9,310,false
    1,0,16,5,183,248,16,0,8,2472,false
    7,0,0,4,93,122,27,0,11,310,false
    4,0,1,1,147,187,6,0,4,5350,false
    14,0,9,2,396,559,9,0,5,5350,false
    8,0,0,3,83,117,14,0,7,5350,false
    5,0,1,5,98,140,13,0,6,7,false
    28,0,0,11,307,366,15,0,5,5350,false
    13,0,1,7,205,280,44,0,13,5350,false
    15,0,0,9,202,243,9,0,5,3997,false
    31,0,0,19,587,663,39,0,10,5350,false
    38,0,0,16,512,578,9,0,6,310,false
    22,0,0,13,366,424,21,0,8,665,false
    3,0,1,2,55,101,13,0,8,5350,false
    10,0,0,18,206,260,42,0,13,2319,false
    4,0,1,7,184,228,16,0,8,2319,false
    19,0,0,39,629,794,16,0,7,1636,false
    10,0,0,5,278,326,19,0,10,665,false
    8,0,0,3,139,181,38,0,12,2319,false
    3,0,1,6,146,197,27,0,10,5350,false
    42,0,0,27,802,902,46,1,13,5350,false
    4,0,1,6,150,208,28,0,9,5350,false
    10,0,0,7,188,255,18,0,7,5350,false
    4,0,0,9,196,253,30,0,11,2319,false
    1,0,0,6,92,130,16,0,8,533,false
    3,0,0,2,64,94,18,0,8,665,false
    2,0,0,2,25,52,3,0,2,2319,false
    12,0,0,0,151,193,12,0,3,5350,false
    2,0,0,6,111,154,10,0,6,5350,false
    3,0,0,0,82,116,2,0,1,5350,false
    5,0,0,4,135,174,6,0,2,5350,false
    7,0,0,3,285,355,35,0,9,5350,false
    22,0,0,9,565,661,28,0,7,5350,false
    11,0,0,0,120,160,4,0,2,5350,false
    3,0,0,5,55,88,7,0,2,5350,false
    2,0,0,11,76,110,7,0,4,1296,false
    1,0,0,15,246,313,7,0,6,310,false
    10,0,0,2,155,195,30,0,10,665,false
    1,0,0,4,73,106,18,0,7,310,false
    5,0,0,7,111,143,13,0,4,5350,false
    1,0,0,2,20,48,2,0,2,310,false
    14,0,0,2,292,348,4,0,4,665,false
    5,0,0,6,133,201,6,0,3,1636,false
    12,0,0,27,269,335,3,0,2,1636,false
    5,0,0,4,79,114,12,0,7,665,false
    1,0,0,2,27,58,1,0,1,533,false
    10,0,0,17,296,362,30,0,8,5350,false
    5,0,0,2,53,81,10,0,7,5350,false
    1,0,0,5,80,134,17,0,8,665,false
    1,0,0,3,39,79,6,0,5,5350,false
    1,0,0,7,92,161,4,0,3,5350,false
    4,0,0,7,138,257,15,0,7,665,false
    4,0,0,7,102,162,8,0,5,665,false
    6,0,0,6,227,313,40,0,12,5350,false
    1,0,0,4,20,45,1,0,1,828,false
    3,0,0,2,34,58,30,0,8,5350,false
    1,0,0,2,25,54,2,0,2,665,false
    2,0,0,2,60,91,4,0,4,20,false
    3,0,0,5,80,163,23,0,6,5350,false
    4,0,0,5,103,142,57,0,11,533,false
    5,0,0,7,117,156,15,0,7,5350,false
    1,0,1,1,42,75,15,0,7,5350,false
    21,0,0,8,330,421,56,0,10,665,false
    7,0,0,10,360,424,53,0,12,5350,false
    3,0,0,2,56,94,17,0,8,5350,false
    55,0,0,16,660,733,69,0,14,665,false
    5,0,0,12,112,153,25,0,10,5350,false
    70,0,0,11,1055,1168,177,0,17,505,false
    3,0,0,4,77,115,25,0,8,5350,false
    11,0,1,3,182,242,23,0,9,665,false
    56,0,3,23,708,925,27,0,7,5350,false
    2,0,0,2,49,76,2,0,1,533,false
    3,0,0,4,83,117,17,0,6,5350,false
    11,0,1,15,264,315,20,0,9,533,false
    5,0,0,4,155,194,34,0,7,1296,false
    2,0,0,2,55,86,23,0,11,665,false
    20,0,0,17,757,853,186,0,14,505,false
    13,0,0,17,315,382,22,0,9,1636,false
    5,0,0,2,32,60,4,0,4,1296,false
    4,0,0,4,71,110,5,0,2,5350,false
    6,0,1,21,176,241,10,0,6,5350,false
    3,0,0,8,254,332,10,0,5,310,false
    2,0,0,7,185,248,32,0,8,5350,false
    3,0,0,9,149,217,14,0,5,1296,false
    12,0,0,24,366,531,9,0,4,5350,false
    3,0,0,6,110,173,20,0,6,1296,false
    1,0,0,2,16,42,2,0,2,1296,false
    16,0,0,2,160,203,16,0,8,1296,false
